"","PWGTP","AGEP","PUMA","ENG_label","LANP_label"
"5353",20,41,"00307","Well","Ilocano"
"5354",21,41,"00307","Well","Ilocano"
"5355",27,78,"00307","Not well","Ilocano"
"5356",27,76,"00307","Not well","Ilocano"
"5357",25,41,"00307","Very well","Cebuano"
"5358",6,46,"00307","Very well","Spanish"
"5359",58,53,"00200","Not well","Cantonese"
"5360",60,52,"00200","Not well","Cantonese"
"5361",54,22,"00200","Very well","Cantonese"
"5362",54,21,"00200","Very well","Cantonese"
"5363",61,17,"00200","Very well","Cantonese"
"5364",82,83,"00200","Not at all","Cantonese"
"5365",111,78,"00200","Not at all","Cantonese"
"5366",3,70,"00100","Very well","Hawaiian"
"5367",5,73,"00100","Very well","Hawaiian"
"5368",5,68,"00200","Very well","Hawaiian"
"5369",31,63,"00100","Very well","Tagalog"
"5370",6,53,"00200","Very well","Japanese"
"5371",5,12,"00200","Very well","Japanese"
"5372",23,56,"00306","Well","Marshallese"
"5373",22,57,"00306","Not well","Marshallese"
"5374",42,23,"00306","Well","Marshallese"
"5375",15,17,"00306","Very well","Marshallese"
"5376",34,28,"00305","Well","Hawaiian"
"5377",49,51,"00305","Very well","Hawaiian"
"5378",46,50,"00305","Very well","Hawaiian"
"5379",7,65,"00305","Not well","Chinese"
"5380",8,65,"00305","Not well","Chinese"
"5381",13,88,"00100","Not well","Ilocano"
"5382",16,77,"00100","Well","Tagalog"
"5383",51,44,"00308","Very well","Ilocano"
"5384",54,45,"00308","Very well","Tagalog"
"5385",60,68,"00304","Very well","Japanese"
"5386",18,55,"00304","Not well","Japanese"
"5387",40,41,"00305","Very well","Other English-based Creole languages"
"5388",40,45,"00305","Very well","Other English-based Creole languages"
"5389",53,62,"00305","Well","Other English-based Creole languages"
"5390",37,62,"00100","Very well","Hawaiian"
"5391",41,70,"00200","Very well","Spanish"
"5392",17,68,"00302","Well","Chinese"
"5393",17,65,"00302","Not at all","Chinese"
"5394",6,32,"00301","Well","Japanese"
"5395",38,68,"00307","Very well","Other English-based Creole languages"
"5396",37,67,"00307","Very well","Other English-based Creole languages"
"5397",5,40,"00100","Very well","Hawaiian"
"5398",3,44,"00100","Very well","Hawaiian"
"5399",8,62,"00200","Well","Danish"
"5400",17,71,"00307","Not well","Filipino"
"5401",5,79,"00307","Not well","Filipino"
"5402",14,47,"00307","Very well","Ilocano"
"5403",17,26,"00307","Very well","Ilocano"
"5404",20,73,"00307","Not well","Filipino"
"5405",13,69,"00302","Very well","Chinese"
"5406",19,61,"00302","Not at all","Chinese"
"5407",3,52,"00200","Very well","Hawaiian"
"5408",7,19,"00200","Very well","Hawaiian"
"5409",24,77,"00304","Not well","Japanese"
"5410",24,77,"00304","Not well","Japanese"
"5411",9,62,"00307","Very well","Tagalog"
"5412",16,34,"00303","Well","Tagalog"
"5413",18,29,"00303","Very well","Ilocano"
"5414",26,27,"00303","Well","Tagalog"
"5415",12,64,"00307","Very well","Ilocano"
"5416",16,81,"00307","Not well","Japanese"
"5417",51,60,"00200","Not well","Mandarin"
"5418",14,35,"00100","Very well","Tagalog"
"5419",51,61,"00304","Well","Vietnamese"
"5420",10,53,"00307","Very well","Other English-based Creole languages"
"5421",11,16,"00307","Very well","Hawaiian"
"5422",28,60,"00100","Not well","Korean"
"5423",32,65,"00303","Very well","Chinese"
"5424",37,45,"00303","Very well","Chinese"
"5425",59,25,"00303","Very well","Chinese"
"5426",35,17,"00303","Very well","Chinese"
"5427",46,78,"00303","Not well","Chinese"
"5428",40,72,"00303","Not well","Chinese"
"5429",8,65,"00307","Well","Other Philippine languages"
"5430",10,38,"00307","Very well","Other Philippine languages"
"5431",9,37,"00307","Well","Tagalog"
"5432",11,33,"00307","Very well","Tagalog"
"5433",33,24,"00303","Very well","Spanish"
"5434",21,33,"00304","Not well","Other Eastern Malayo-Polynesian languages"
"5435",33,42,"00304","Very well","Other Eastern Malayo-Polynesian languages"
"5436",16,58,"00308","Very well","German"
"5437",19,54,"00308","Very well","German"
"5438",27,14,"00308","Very well","German"
"5439",16,74,"00100","Very well","Tagalog"
"5440",13,80,"00100","Very well","Tagalog"
"5441",22,30,"00304","Very well","Farsi"
"5442",26,25,"00304","Very well","Spanish"
"5443",17,33,"00306","Well","Spanish"
"5444",14,68,"00301","Well","Ilocano"
"5445",13,67,"00301","Well","Ilocano"
"5446",14,61,"00305","Well","Ilocano"
"5447",15,55,"00305","Well","Ilocano"
"5448",20,64,"00305","Well","Ilocano"
"5449",21,96,"00305","Very well","Ilocano"
"5450",20,96,"00305","Very well","Japanese"
"5451",7,54,"00301","Very well","Chinese"
"5452",8,17,"00301","Very well","Japanese"
"5453",10,20,"00301","Very well","Tagalog"
"5454",27,64,"00307","Well","Mandarin"
"5455",18,59,"00308","Very well","Spanish"
"5456",13,51,"00100","Well","Ilocano"
"5457",18,54,"00100","Not well","Ilocano"
"5458",14,54,"00305","Well","Vietnamese"
"5459",39,28,"00307","Very well","Tagalog"
"5460",60,30,"00307","Very well","Tagalog"
"5461",55,64,"00307","Not well","Tagalog"
"5462",25,60,"00308","Very well","Ilocano"
"5463",25,62,"00308","Well","Ilocano"
"5464",15,57,"00306","Not well","Ilocano"
"5465",21,90,"00306","Not at all","Ilocano"
"5466",7,52,"00305","Very well","Ilocano"
"5467",8,54,"00305","Very well","Ilocano"
"5468",31,31,"00305","Very well","Samoan"
"5469",9,59,"00100","Not well","Ilocano"
"5470",15,60,"00100","Well","Tagalog"
"5471",13,53,"00100","Well","Ilocano"
"5472",14,48,"00304","Not well","Korean"
"5473",18,32,"00200","Well","Other English-based Creole languages"
"5474",9,6,"00200","Well","Other English-based Creole languages"
"5475",8,5,"00200","Very well","Other English-based Creole languages"
"5476",10,29,"00200","Well","Other English-based Creole languages"
"5477",15,23,"00307","Very well","Chinese"
"5478",17,27,"00307","Very well","Chinese"
"5479",15,66,"00304","Well","Thai"
"5480",16,58,"00304","Not well","Thai"
"5481",18,48,"00303","Very well","Japanese"
"5482",4,81,"00200","Very well","Hawaiian"
"5483",13,59,"00305","Not at all","Chinese"
"5484",14,57,"00305","Not well","Chinese"
"5485",19,34,"00305","Well","Chinese"
"5486",13,24,"00305","Very well","Chinese"
"5487",15,8,"00305","Well","Chinese"
"5488",15,5,"00305","Well","Chinese"
"5489",17,37,"00305","Not well","Chinese"
"5490",10,76,"00200","Not well","Ilocano"
"5491",12,42,"00200","Not well","Ilocano"
"5492",42,85,"00305","Not at all","Cantonese"
"5493",26,68,"00307","Well","Ilocano"
"5494",22,17,"00307","Very well","Spanish"
"5495",21,32,"00301","Well","Tagalog"
"5496",13,32,"00301","Well","Tagalog"
"5497",14,8,"00301","Well","Tagalog"
"5498",25,59,"00308","Very well","Tagalog"
"5499",8,36,"00200","Very well","Spanish"
"5500",18,29,"00303","Not well","Vietnamese"
"5501",6,90,"00200","Very well","Japanese"
"5502",14,65,"00307","Very well","Japanese"
"5503",23,75,"00306","Very well","Japanese"
"5504",30,47,"00306","Very well","Japanese"
"5505",30,39,"00306","Very well","Japanese"
"5506",5,35,"00200","Very well","Hawaiian"
"5507",3,12,"00200","Very well","Hawaiian"
"5508",3,11,"00200","Very well","Hawaiian"
"5509",6,80,"00308","Very well","Hawaiian"
"5510",4,59,"00308","Very well","Hawaiian"
"5511",6,51,"00308","Very well","Hawaiian"
"5512",6,23,"00308","Very well","Hawaiian"
"5513",5,48,"00308","Very well","Hawaiian"
"5514",15,23,"00307","Very well","Hawaiian"
"5515",12,32,"00304","Very well","Korean"
"5516",9,38,"00304","Very well","Korean"
"5517",24,61,"00308","Not well","Korean"
"5518",34,30,"00305","Well","Tagalog"
"5519",26,29,"00305","Not well","Ilocano"
"5520",35,9,"00305","Very well","Ilocano"
"5521",27,56,"00305","Not well","Ilocano"
"5522",27,68,"00308","Very well","Ilocano"
"5523",27,70,"00308","Very well","Ilocano"
"5524",32,41,"00308","Very well","Ilocano"
"5525",16,88,"00200","Very well","Cebuano"
"5526",19,89,"00306","Well","Filipino"
"5527",31,39,"00307","Very well","Tagalog"
"5528",31,40,"00307","Very well","Tagalog"
"5529",38,62,"00307","Well","Tagalog"
"5530",9,70,"00303","Very well","Chinese"
"5531",16,40,"00303","Well","Chinese"
"5532",16,8,"00303","Very well","Chinese"
"5533",28,67,"00306","Not well","Vietnamese"
"5534",28,56,"00100","Not well","Ilocano"
"5535",36,58,"00100","Not well","Ilocano"
"5536",44,24,"00100","Well","Arabic"
"5537",15,68,"00303","Very well","Chinese"
"5538",15,60,"00303","Very well","Chinese"
"5539",8,7,"00306","Well","Japanese"
"5540",15,36,"00307","Well","Filipino"
"5541",14,36,"00307","Well","Filipino"
"5542",18,65,"00307","Well","Filipino"
"5543",18,60,"00307","Well","Filipino"
"5544",33,96,"00304","Not well","Japanese"
"5545",39,72,"00305","Well","Korean"
"5546",54,32,"00305","Very well","Korean"
"5547",8,69,"00304","Well","Japanese"
"5548",19,50,"00100","Well","Korean"
"5549",23,38,"00100","Very well","Korean"
"5550",17,85,"00306","Well","Ilocano"
"5551",15,59,"00308","Very well","Ilocano"
"5552",20,40,"00308","Well","Ilocano"
"5553",17,64,"00305","Very well","Japanese"
"5554",27,46,"00306","Well","Marshallese"
"5555",33,43,"00306","Not well","Marshallese"
"5556",40,8,"00306","Well","Marshallese"
"5557",4,16,"00100","Very well","Spanish"
"5558",24,39,"00304","Very well","Cantonese"
"5559",19,44,"00305","Very well","Cantonese"
"5560",8,75,"00308","Well","Korean"
"5561",46,38,"00308","Very well","Spanish"
"5562",4,79,"00301","Very well","Hawaiian"
"5563",6,54,"00301","Very well","Hawaiian"
"5564",24,84,"00305","Not well","Tongan"
"5565",26,45,"00308","Very well","Ilocano"
"5566",19,39,"00308","Very well","Hawaiian"
"5567",13,59,"00100","Very well","Spanish"
"5568",11,59,"00100","Not well","Spanish"
"5569",91,30,"00308","Very well","Spanish"
"5570",103,30,"00308","Very well","Spanish"
"5571",31,25,"00306","Well","Spanish"
"5572",8,22,"00200","Not well","Hawaiian"
"5573",8,16,"00200","Not well","Hawaiian"
"5574",8,47,"00305","Well","Japanese"
"5575",11,6,"00305","Very well","Japanese"
"5576",2,35,"00100","Very well","Hawaiian"
"5577",3,15,"00100","Very well","Hawaiian"
"5578",19,70,"00100","Well","Ilocano"
"5579",13,69,"00100","Well","Ilocano"
"5580",24,39,"00100","Very well","Ilocano"
"5581",24,37,"00100","Very well","Ilocano"
"5582",19,35,"00100","Very well","Ilocano"
"5583",17,61,"00100","Not well","Tagalog"
"5584",15,50,"00100","Not well","Ilocano"
"5585",25,40,"00100","Well","Ilocano"
"5586",22,28,"00304","Well","Italian"
"5587",22,71,"00301","Not well","Filipino"
"5588",23,67,"00301","Well","Filipino"
"5589",17,46,"00304","Well","Other Eastern Malayo-Polynesian languages"
"5590",37,43,"00304","Very well","Other Eastern Malayo-Polynesian languages"
"5591",5,43,"00100","Very well","Tongan"
"5592",9,39,"00100","Well","Tongan"
"5593",14,61,"00100","Well","Tongan"
"5594",9,57,"00100","Well","Tongan"
"5595",14,57,"00100","Well","Tongan"
"5596",8,56,"00100","Very well","Tongan"
"5597",15,52,"00100","Well","Tongan"
"5598",7,50,"00100","Well","Tongan"
"5599",20,26,"00100","Well","Tongan"
"5600",15,23,"00100","Well","Tongan"
"5601",31,90,"00200","Very well","Japanese"
"5602",23,89,"00200","Very well","Japanese"
"5603",21,79,"00306","Very well","Japanese"
"5604",12,73,"00200","Well","Other English-based Creole languages"
"5605",18,31,"00307","Very well","Thai"
"5606",87,53,"00200","Well","Tagalog"
"5607",76,55,"00200","Very well","Tagalog"
"5608",4,24,"00100","Very well","Tagalog"
"5609",14,50,"00302","Very well","Japanese"
"5610",27,46,"00100","Very well","Tongan"
"5611",28,43,"00100","Very well","Tongan"
"5612",35,42,"00100","Very well","Tongan"
"5613",66,41,"00100","Very well","Tongan"
"5614",4,37,"00306","Well","German"
"5615",9,80,"00200","Not well","Filipino"
"5616",11,56,"00200","Very well","Ilocano"
"5617",16,67,"00304","Well","Japanese"
"5618",13,57,"00305","Well","Japanese"
"5619",46,74,"00306","Well","Other English-based Creole languages"
"5620",16,31,"00306","Very well","Japanese"
"5621",16,56,"00307","Well","Min Nan Chinese"
"5622",7,54,"00307","Very well","Filipino"
"5623",7,53,"00307","Well","Filipino"
"5624",9,64,"00307","Very well","Filipino"
"5625",9,47,"00307","Well","Filipino"
"5626",7,17,"00307","Not well","Filipino"
"5627",8,13,"00307","Very well","Filipino"
"5628",25,29,"00308","Very well","Chamorro"
"5629",15,44,"00304","Well","Vietnamese"
"5630",134,43,"00304","Well","Korean"
"5631",8,57,"00100","Well","Filipino"
"5632",5,48,"00304","Very well","Hawaiian"
"5633",2,49,"00304","Very well","Hawaiian"
"5634",42,70,"00305","Well","Tagalog"
"5635",51,46,"00305","Well","Ilocano"
"5636",16,19,"00301","Very well","Spanish"
"5637",3,55,"00200","Very well","Other English-based Creole languages"
"5638",25,50,"00305","Very well","Mandarin"
"5639",66,24,"00305","Very well","Japanese"
"5640",15,60,"00307","Very well","Tagalog"
"5641",15,65,"00307","Very well","Tagalog"
"5642",93,77,"00200","Very well","Hawaiian"
"5643",73,74,"00200","Very well","Hawaiian"
"5644",20,57,"00308","Very well","Ilocano"
"5645",5,60,"00301","Very well","Samoan"
"5646",6,33,"00301","Very well","Hawaiian"
"5647",15,73,"00306","Well","Japanese"
"5648",11,68,"00307","Not well","Ilocano"
"5649",11,28,"00307","Very well","Ilocano"
"5650",13,20,"00307","Very well","Ilocano"
"5651",12,69,"00307","Not well","Ilocano"
"5652",5,58,"00301","Very well","Japanese"
"5653",10,56,"00301","Very well","Japanese"
"5654",5,50,"00100","Very well","Vietnamese"
"5655",5,33,"00100","Well","Vietnamese"
"5656",7,6,"00100","Very well","Vietnamese"
"5657",9,5,"00100","Very well","Vietnamese"
"5658",8,54,"00100","Not well","Vietnamese"
"5659",7,53,"00100","Not well","Vietnamese"
"5660",5,32,"00100","Very well","Spanish"
"5661",10,26,"00100","Very well","Spanish"
"5662",32,90,"00307","Not well","Ilocano"
"5663",5,49,"00301","Very well","Hawaiian"
"5664",4,15,"00301","Very well","Hawaiian"
"5665",29,73,"00100","Well","Tagalog"
"5666",16,52,"00308","Well","Tagalog"
"5667",16,67,"00308","Well","Tagalog"
"5668",19,24,"00308","Well","Tagalog"
"5669",19,23,"00308","Well","Tagalog"
"5670",19,51,"00308","Very well","Tagalog"
"5671",18,64,"00308","Well","Filipino"
"5672",18,63,"00308","Well","Filipino"
"5673",18,50,"00308","Well","Tagalog"
"5674",16,54,"00200","Well","Spanish"
"5675",52,30,"00200","Well","Tagalog"
"5676",16,74,"00100","Very well","Other English-based Creole languages"
"5677",24,67,"00100","Very well","Other English-based Creole languages"
"5678",31,74,"00308","Well","Ilocano"
"5679",31,68,"00308","Well","Ilocano"
"5680",40,37,"00308","Well","Ilocano"
"5681",38,66,"00308","Not well","Ilocano"
"5682",31,11,"00308","Well","Ilocano"
"5683",33,6,"00308","Not well","Ilocano"
"5684",36,39,"00308","Well","Ilocano"
"5685",25,50,"00303","Well","Japanese"
"5686",24,48,"00303","Well","Japanese"
"5687",28,11,"00303","Well","Japanese"
"5688",25,9,"00303","Well","Japanese"
"5689",31,34,"00304","Very well","Spanish"
"5690",69,45,"00304","Very well","Hawaiian"
"5691",76,14,"00304","Very well","Hawaiian"
"5692",8,72,"00100","Very well","Tagalog"
"5693",21,39,"00100","Very well","Spanish"
"5694",36,60,"00306","Very well","Ilocano"
"5695",36,63,"00306","Very well","Tagalog"
"5696",9,43,"00308","Very well","Tagalog"
"5697",13,69,"00303","Very well","Japanese"
"5698",17,96,"00303","Not well","Japanese"
"5699",17,47,"00308","Well","Japanese"
"5700",35,26,"00302","Very well","Portuguese"
"5701",13,64,"00303","Very well","Korean"
"5702",23,54,"00305","Well","Japanese"
"5703",25,14,"00305","Very well","Japanese"
"5704",13,47,"00307","Very well","Japanese"
"5705",19,42,"00303","Very well","German"
"5706",16,45,"00303","Well","German"
"5707",15,44,"00301","Very well","Samoan"
"5708",22,59,"00100","Very well","Filipino"
"5709",29,55,"00100","Well","Filipino"
"5710",42,85,"00303","Very well","Japanese"
"5711",31,34,"00306","Very well","Samoan"
"5712",14,62,"00200","Very well","Japanese"
"5713",16,60,"00200","Very well","Japanese"
"5714",23,42,"00200","Very well","Other English-based Creole languages"
"5715",18,37,"00200","Very well","Other English-based Creole languages"
"5716",7,17,"00200","Very well","Other English-based Creole languages"
"5717",27,41,"00200","Very well","Other English-based Creole languages"
"5718",11,49,"00100","Very well","Ilocano"
"5719",28,47,"00200","Very well","Hawaiian"
"5720",29,16,"00200","Very well","Hawaiian"
"5721",27,11,"00200","Very well","Hawaiian"
"5722",17,53,"00307","Very well","Tagalog"
"5723",17,27,"00307","Very well","Tagalog"
"5724",18,27,"00307","Very well","Tagalog"
"5725",17,46,"00307","Well","Tagalog"
"5726",19,41,"00307","Well","Tagalog"
"5727",19,38,"00307","Very well","Tagalog"
"5728",21,81,"00307","Well","Tagalog"
"5729",17,13,"00307","Very well","Tagalog"
"5730",16,9,"00307","Very well","Tagalog"
"5731",19,37,"00307","Very well","Tagalog"
"5732",27,74,"00308","Not well","Ilocano"
"5733",27,71,"00308","Not well","Ilocano"
"5734",6,62,"00301","Very well","Japanese"
"5735",16,47,"00302","Well","Japanese"
"5736",16,6,"00302","Very well","Japanese"
"5737",16,69,"00301","Very well","Other English-based Creole languages"
"5738",17,66,"00301","Very well","Other English-based Creole languages"
"5739",14,24,"00305","Very well","Hawaiian"
"5740",14,18,"00305","Very well","Hawaiian"
"5741",12,16,"00305","Very well","Hawaiian"
"5742",20,62,"00308","Very well","Spanish"
"5743",37,59,"00308","Well","Spanish"
"5744",11,33,"00100","Very well","Spanish"
"5745",7,74,"00100","Very well","Other English-based Creole languages"
"5746",19,11,"00302","Very well","Mandarin"
"5747",80,28,"00304","Not well","Mandarin"
"5748",91,29,"00304","Not well","Mandarin"
"5749",97,9,"00304","Well","Mandarin"
"5750",9,33,"00200","Very well","Hawaiian"
"5751",5,13,"00200","Well","Hawaiian"
"5752",5,10,"00200","Well","Hawaiian"
"5753",6,7,"00200","Well","Hawaiian"
"5754",5,41,"00301","Very well","Spanish"
"5755",8,16,"00301","Very well","Spanish"
"5756",8,10,"00301","Very well","Spanish"
"5757",14,42,"00307","Very well","Vietnamese"
"5758",13,13,"00307","Not well","Vietnamese"
"5759",25,22,"00304","Very well","French"
"5760",22,40,"00200","Very well","Japanese"
"5761",8,61,"00308","Well","Cantonese"
"5762",25,68,"00307","Very well","Japanese"
"5763",16,33,"00305","Very well","Spanish"
"5764",22,77,"00100","Very well","Spanish"
"5765",29,69,"00100","Very well","Spanish"
"5766",15,35,"00304","Well","Mandarin"
"5767",15,14,"00304","Very well","Mandarin"
"5768",13,62,"00301","Very well","Hawaiian"
"5769",15,34,"00304","Well","Hebrew"
"5770",14,36,"00304","Well","Japanese"
"5771",12,44,"00304","Not well","Japanese"
"5772",41,74,"00308","Not well","Samoan"
"5773",27,47,"00308","Very well","Samoan"
"5774",54,62,"00303","Very well","Chinese"
"5775",68,26,"00303","Very well","Japanese"
"5776",24,36,"00306","Not well","Vietnamese"
"5777",24,37,"00306","Not well","Vietnamese"
